,bill_id,alternate_bill_id,bill_name,bill_text_url,bill_summary,bill_sponsors,action_on_branch,action_date,action_text,Category
1531,S559,H624,Storm Securitization/Alt. Rates.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S559v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/559/2019-2020%20Session/S559,"Bill Rabon; Ralph Hise; Dan Blue; Deanna Ballard; Danny Earl Britt, Jr.; Jim Burgin; Ben Clark; Warren Daniel; Rick Horner; Paul A. Lowe, Jr.; Jerry W. Tillman",H,10/1/2019,Conferees Changed,General Government
1570,S594,,Register of Deeds Updates.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S594v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/594/2019-2020%20Session/S594,Warren Daniel; Natasha R. Marcus; Ralph Hise,R,7/11/2019,Ch. SL 2019-117,General Government
195,H255,,Confirm Louis Bledsoe/Sp. Superior Ct. Judge.,https://www.ncleg.gov/sessions/2019/bills/house/html/H255v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/255/2019-2020%20Session/H255,"David R. Lewis; Pricey Harrison; Yvonne Lewis Holley; Howard J. Hunter, III; Verla Insko; Darren G. Jackson; Brandon Lofton; Nasif Majeed",R,3/18/2019,Ch. Res 2019-4,General Government
177,H239,,Pitt County Animal Control Records.,https://www.ncleg.gov/sessions/2019/bills/house/html/H239v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/239/2019-2020%20Session/H239,Kandie D. Smith; Chris Humphrey,R,7/11/2019,Ch. SL 2019-106,General Government
179,H240,,Albemarle/City Labor for Business Ctr.,https://www.ncleg.gov/sessions/2019/bills/house/html/H240v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/240/2019-2020%20Session/H240,Wayne Sasser; Ken Goodman; Bobby Hanig,R,6/27/2019,Ch. SL 2019-65,General Government
1472,S505,,Rural Job Retention Act.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S505v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/505/2019-2020%20Session/S505,"Tom McInnis; Bill Rabon; Harry Brown; W. Ted Alexander; Deanna Ballard; Danny Earl Britt, Jr.; Jim Burgin; Jay J. Chaudhuri; Ben Clark; Warren Daniel; Jim Davis; Chuck Edwards; Carl Ford; Valerie P. Foushee; Ralph Hise; Jeff Jackson; Brent Jackson; Paul A. Lowe, Jr.; Mujtaba A. Mohammed; Norman W. Sanderson; Erica D. Smith; Bob Steinburg; Joyce Waddell; Mike Woodard",R,5/16/2019,Ch. SL 2019-14,General Government
1475,S508,H610,Civil Procedure/Deponent Declaration.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S508v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/508/2019-2020%20Session/S508,Dan Bishop,R,7/22/2019,Ch. SL 2019-147,General Government
175,H237,,Brunswick County Zoning Procedure Changes.,https://www.ncleg.gov/sessions/2019/bills/house/html/H237v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/237/2019-2020%20Session/H237,Deb Butler; Frank Iler,R,7/9/2019,Ch. SL 2019-99,General Government
1404,S444,,Allow Use of Oyster Shells As Serving Dishes.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S444v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/444/2019-2020%20Session/S444,Tom McInnis,R,7/19/2019,Ch. SL 2019-141,General Government
141,H206,,Various Transportation Changes.,https://www.ncleg.gov/sessions/2019/bills/house/html/H206v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/206/2019-2020%20Session/H206,"John A. Torbett; Howard J. Hunter, III; Frank Iler; Carolyn G. Logan; Shelly Willingham; Michael H. Wray",R,8/21/2019,Ch. SL 2019-199,General Government
271,H323,,Assess Costs of Local LEO Crime Lab Analysis.,https://www.ncleg.gov/sessions/2019/bills/house/html/H323v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/323/2019-2020%20Session/H323,"John Faircloth; Allen McNeill; James L. Boles, Jr.; Ted Davis, Jr.; Shelly Willingham",R,7/22/2019,Ch. SL 2019-150,General Government
107,H176,S187,Fayetteville MLK Park/Funds.,https://www.ncleg.gov/sessions/2019/bills/house/html/H176v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/176/2019-2020%20Session/H176,Elmer Floyd; Marvin W. Lucas; William O. Richardson; Charles Graham; Yvonne Lewis Holley,H,3/20/2019,"Re-ref Com On Appropriations, General Government",General Government
1378,S420,H523,NC Servicemembers Civil Relief Act.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S420v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/420/2019-2020%20Session/S420,"Danny Earl Britt, Jr.; Warren Daniel; Dan Bishop; Kirk deViere; Jeff Jackson; Norman W. Sanderson",R,7/25/2019,Ch. SL 2019-161,General Government
101,H170,,Various Satellite Annexations.,https://www.ncleg.gov/sessions/2019/bills/house/html/H170v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/170/2019-2020%20Session/H170,Allen McNeill; Pat B. Hurley; John Faircloth; Elmer Floyd,R,7/10/2019,Ch. SL 2019-103,General Government
1576,S6,H19,Dare County/CC Construction Funds.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S6v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/6/2019-2020%20Session/S6,Bob Steinburg,R,3/29/2019,Ch. SL 2019-9,General Government
1578,S600,,Vets Children/Short-Term Workforce Training.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S600v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/600/2019-2020%20Session/S600,"Don Davis; Deanna Ballard; Danny Earl Britt, Jr.; Erica D. Smith; Bob Steinburg",R,9/4/2019,Ch. SL 2019-214,General Government
1582,S604,,Amend NC Veterinary Practice Act.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S604v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/604/2019-2020%20Session/S604,Bill Rabon,R,7/26/2019,Ch. SL 2019-170,General Government
1370,S413,,Raise the Age Modifications.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S413v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/413/2019-2020%20Session/S413,Don Davis; Warren Daniel; Norman W. Sanderson; Mujtaba A. Mohammed,R,8/1/2019,Ch. SL 2019-186,General Government
1583,S605,,Highway Storm Recovery Act.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S605v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/605/2019-2020%20Session/S605,"Bill Rabon; Kathy Harrington; Jim Davis; Danny Earl Britt, Jr.; Bob Steinburg",R,5/16/2019,Ch. SL 2019-15,General Government
1584,S606,,Prioritize Native NC Plants on Highway ROW.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S606v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/606/2019-2020%20Session/S606,"Bill Rabon; Jim Davis; Tom McInnis; Deanna Ballard; Danny Earl Britt, Jr.",R,7/22/2019,Ch. SL 2019-148,General Government
1588,S61,,Handicapped & Various Other License Plates.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S61v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/61/2019-2020%20Session/S61,Jim Davis; Tom McInnis; Jeff Jackson; Michael Garrett; Natasha R. Marcus; Mujtaba A. Mohammed,H,9/27/2019,Re-ref Com On Appropriations,General Government
1589,S610,,Authorize Northern Peaks Trail.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S610v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/610/2019-2020%20Session/S610,Deanna Ballard,R,7/1/2019,Ch. SL 2019-74,General Government
85,H156,,Swain County Settlement Trust Fund.,https://www.ncleg.gov/sessions/2019/bills/house/html/H156v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/156/2019-2020%20Session/H156,Harry Warren,R,7/19/2019,Ch. SL 2019-133,General Government
1673,S687,,SBOE Confirmation/Jt. Session.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S687v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/687/2019-2020%20Session/S687,Bill Rabon,R,8/9/2019,Ch. Res 2019-14,General Government
295,H345,,Funds for Elizabeth City Homeless Shelter.,https://www.ncleg.gov/sessions/2019/bills/house/html/H345v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/345/2019-2020%20Session/H345,"Howard J. Hunter, III; John Autry; Cecil Brockman; Jean Farmer-Butterfield; Elmer Floyd; Edward C. Goodwin; Charles Graham; Bobby Hanig; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Verla Insko; Carolyn G. Logan; Marvin W. Lucas; Amos L. Quick, III; Robert T. Reives, II; Raymond E. Smith, Jr.",H,5/7/2019,"Re-ref Com On Appropriations, General Government",General Government
1659,S674,,Surry Co./Mt. Airy/Elkin City/Bd. Ed Partisan.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S674v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/674/2019-2020%20Session/S674,Phil Berger; Deanna Ballard,R,6/27/2019,Ch. SL 2019-63,General Government
58,H131,S71,Repeal Map Act.,https://www.ncleg.gov/sessions/2019/bills/house/html/H131v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/131/2019-2020%20Session/H131,Debra Conrad; Donny Lambeth; Larry W. Potts; John A. Torbett; George G. Cleveland; Bobby Hanig; Pricey Harrison; Zack Hawkins; Chuck McGrady; Wayne Sasser; Michael Speciale; Harry Warren,R,6/21/2019,Ch. SL 2019-35,General Government
320,H368,S283,Bermuda Run/Speed Restrictions.,https://www.ncleg.gov/sessions/2019/bills/house/html/H368v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/368/2019-2020%20Session/H368,Julia C. Howard; Edward C. Goodwin,R,7/9/2019,Ch. SL 2019-100,General Government
32,H108,S118,PED/Safekeeper Health Care Cost Recov. Pract.,https://www.ncleg.gov/sessions/2019/bills/house/html/H108v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/108/2019-2020%20Session/H108,"D. Craig Horn; Marvin W. Lucas; Robert T. Reives, II",R,7/26/2019,Ch. SL 2019-171,General Government
34,H11,,Amend 2019 House Temporary Rules.,https://www.ncleg.gov/sessions/2019/bills/house/html/H11v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/11/2019-2020%20Session/H11,David R. Lewis,H,1/30/2019,Adopted,General Government
57,H130,S66,Allow Game Nights.,https://www.ncleg.gov/sessions/2019/bills/house/html/H130v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/130/2019-2020%20Session/H130,"James L. Boles, Jr.; Marvin W. Lucas; Jason Saine; Elmer Floyd; Kelly M. Alexander, Jr.; Bobby Hanig; David Rogers; John Szoka; Michael H. Wray",R,5/10/2019,Ch. SL 2019-13,General Government
1338,S385,,Clarify/Auto Dealers Regulatory Req.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S385v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/385/2019-2020%20Session/S385,"Brent Jackson; Danny Earl Britt, Jr.; Jim Davis; Vickie Sawyer",R,7/26/2019,Ch. SL 2019-181,General Government
299,H349,S228,Wilkes County Fire Tax-Procedure.,https://www.ncleg.gov/sessions/2019/bills/house/html/H349v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/349/2019-2020%20Session/H349,Jeffrey Elmore; Sarah Stevens,R,7/8/2019,Ch. SL 2019-96,General Government
1345,S391,,Expand Youth Internship Opportunities.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S391v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/391/2019-2020%20Session/S391,"Deanna Ballard; Rick Gunn; Paul Newton; Danny Earl Britt, Jr.; Warren Daniel; Chuck Edwards; Jeff Jackson; Todd Johnson",R,7/26/2019,Ch. SL 2019-166,General Government
31,H107,S101,PED Oversight/EPP Changes.,https://www.ncleg.gov/sessions/2019/bills/house/html/H107v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/107/2019-2020%20Session/H107,"D. Craig Horn; Jean Farmer-Butterfield; Marvin W. Lucas; Charles Graham; Robert T. Reives, II",R,7/22/2019,Ch. SL 2019-149,General Government
1292,S343,,Various Education Law Changes.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S343v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/343/2019-2020%20Session/S343,Deanna Ballard,R,7/26/2019,Ch. SL 2019-165,General Government
314,H362,H145,15-Point Scale For School Performance Grades.,https://www.ncleg.gov/sessions/2019/bills/house/html/H362v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/362/2019-2020%20Session/H362,"D. Craig Horn; Wesley Harris, PhD; Jeffrey Elmore; John Autry; John Ager; Deb Butler; Ashton Wheeler Clemmons; Jean Farmer-Butterfield; Susan C. Fisher; Elmer Floyd; Rosa U. Gill; Pricey Harrison; Yvonne Lewis Holley; Pat B. Hurley; Verla Insko; Marvin W. Lucas; Graig R. Meyer; Dennis Riddell; Julie von Haefen; Michael H. Wray",R,7/22/2019,Ch. SL 2019-154,General Government
315,H363,S246,Craft Beer Distribution & Modernization Act.,https://www.ncleg.gov/sessions/2019/bills/house/html/H363v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/363/2019-2020%20Session/H363,"David R. Lewis; John R. Bell, IV; Darren G. Jackson; Robert T. Reives, II; Gale Adcock; John Ager; Kelly M. Alexander, Jr.; John Autry; Chaz Beasley; Mary Belk; MaryAnn Black; James L. Boles, Jr.; Cecil Brockman; Deb Butler; Becky Carney; Christy Clark; Ashton Wheeler Clemmons; George G. Cleveland; Carla D. Cunningham; Allison A. Dahle; Susan C. Fisher; Elmer Floyd; Rosa U. Gill; Holly Grange; Bobby Hanig; Jon Hardister; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Chris Humphrey; Howard J. Hunter, III; Joe John; Carolyn G. Logan; Marvin W. Lucas; Grier Martin; Chuck McGrady; Graig R. Meyer; Marcia Morey; Garland E. Pierce; Joe Sam Queen; William O. Richardson; David Rogers; Stephen M. Ross; Larry C. Strickland; John Szoka; Evelyn Terry; Brian Turner; Michael H. Wray; Larry Yarborough",R,5/30/2019,Ch. SL 2019-18,General Government
1687,S76,,Senate BOG Elections.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S76v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/76/2019-2020%20Session/S76,Bill Rabon; Ralph Hise; Jim Perry; Bob Steinburg,S,2/21/2019,Adopted,General Government
316,H364,,House UNC BOG Election.,https://www.ncleg.gov/sessions/2019/bills/house/html/H364v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/364/2019-2020%20Session/H364,Kelly E. Hastings; John A. Fraley; Chris Humphrey; Michael H. Wray,H,3/20/2019,Adopted,General Government
317,H365,S255,State Board Construction Contract Claim.,https://www.ncleg.gov/sessions/2019/bills/house/html/H365v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/365/2019-2020%20Session/H365,"Dean Arp; Mark Brody; John R. Bell, IV; Robert T. Reives, II; Elmer Floyd; Carolyn G. Logan; Marvin W. Lucas; Michael H. Wray",H,4/10/2019,Re-ref Com On Judiciary,General Government
18,H1014,,2020 Census VTD Verification Program.,https://www.ncleg.gov/sessions/2019/bills/house/html/H1014v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/1014/2019-2020%20Session/H1014,"Rules, Calendar, and Operations of the House",R,5/29/2019,Ch. SL 2019-16,General Government
1667,S681,,Rur Hlth Care/Loc. Sales Tax Flex/Util. Acct.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S681v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/681/2019-2020%20Session/S681,Phil Berger; Jerry W. Tillman,S,8/27/2019,Conferees Changed,General Government
1686,S75,,Restore Ct. of Appeals Membership.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S75v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/75/2019-2020%20Session/S75,"Ralph Hise; Warren Daniel; Dan Bishop; Jim Davis; Valerie P. Foushee; Floyd B. McKissick, Jr.; Mujtaba A. Mohammed; Erica D. Smith; Bob Steinburg",R,2/27/2019,Ch. SL 2019-2,General Government
1348,S394,H926,Changes to Estates & Trusts Statutes.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S394v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/394/2019-2020%20Session/S394,Warren Daniel,R,7/11/2019,Ch. SL 2019-113,General Government
133,H2,,Confirm Theresa Stephenson/Bd of Review.,https://www.ncleg.gov/sessions/2019/bills/house/html/H2v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/2/2019-2020%20Session/H2,David R. Lewis; John Faircloth; Darren G. Jackson,R,6/3/2019,Ch. Res 2019-10,General Government
1532,S56,H60,Revenue Laws Technical Changes.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S56v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/56/2019-2020%20Session/S56,Jerry W. Tillman; Ralph Hise; Paul Newton; Ben Clark; Joyce Krawiec; Bob Steinburg,R,3/20/2019,Ch. SL 2019-6,General Government
1688,S77,H127,Ag Disaster Fund/Certain Counties.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S77v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/77/2019-2020%20Session/S77,Vickie Sawyer; Deanna Ballard; Brent Jackson; Warren Daniel; Jeff Jackson; Tom McInnis; Mujtaba A. Mohammed; Jim Perry; Norman W. Sanderson; Erica D. Smith; Bob Steinburg,R,3/8/2019,Ch. SL 2019-3,General Government
273,H325,S302,Opioid Epidemic Response Act.,https://www.ncleg.gov/sessions/2019/bills/house/html/H325v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/325/2019-2020%20Session/H325,Josh Dobson; Donna McDowell White; Lisa Stone Barnes; MaryAnn Black; Gale Adcock; Jean Farmer-Butterfield; Elmer Floyd; Yvonne Lewis Holley; Verla Insko; Marvin W. Lucas; Stephen M. Ross; Shelly Willingham,R,7/22/2019,Ch. SL 2019-159,General Government
1664,S679,,GA Meet Old Capitol on D-Day Anniversary.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S679v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/679/2019-2020%20Session/S679,Bill Rabon,R,6/5/2019,Ch. Res 2019-11,General Government
1328,S376,H475,NC Patriot Star Family Scholarship/Funds.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S376v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/376/2019-2020%20Session/S376,"Harry Brown; Jim Perry; Norman W. Sanderson; Danny Earl Britt, Jr.; Warren Daniel; Don Davis; Jim Davis; Kirk deViere; Michael Garrett; Jeff Jackson; Todd Johnson; Tom McInnis; Mujtaba A. Mohammed; Vickie Sawyer; Sam Searcy; Bob Steinburg",S,4/10/2019,Re-ref Com On Appropriations/Base Budget,General Government
286,H337,S248,Change Salvage Vehicle Transfer Requirements.,https://www.ncleg.gov/sessions/2019/bills/house/html/H337v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/337/2019-2020%20Session/H337,"John A. Torbett; David R. Lewis; Carla D. Cunningham; Allison A. Dahle; Edward C. Goodwin; Julia C. Howard; Howard J. Hunter, III; Stephen M. Ross; Mitchell S. Setzer; Larry C. Strickland; Shelly Willingham; Michael H. Wray",R,7/22/2019,Ch. SL 2019-153,General Government
30,H106,S119,Inmate Health Care & 340B Program.,https://www.ncleg.gov/sessions/2019/bills/house/html/H106v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/106/2019-2020%20Session/H106,"D. Craig Horn; Jean Farmer-Butterfield; Marvin W. Lucas; Rena W. Turner; John Faircloth; Charles Graham; Pricey Harrison; Robert T. Reives, II; Michael H. Wray",R,7/19/2019,Ch. SL 2019-135,General Government
1665,S68,,Relocation of Water/Sewer Line Costs.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S68v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/68/2019-2020%20Session/S68,Harry Brown; Kathy Harrington; Ralph Hise,R,8/14/2019,Ch. SL 2019-197,General Government
1666,S680,,Observe the 75th Anniversary of D-Day.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S680v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/680/2019-2020%20Session/S680,Phil Berger,S,6/6/2019,Adopted,General Government
65,H138,,Damage Jail & Prison Fire Sprinkler/Penalty.,https://www.ncleg.gov/sessions/2019/bills/house/html/H138v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/138/2019-2020%20Session/H138,Phil Shepard; Allen McNeill; Carson Smith; George G. Cleveland; William D. Brisson; John Faircloth; Frank Iler; Larry G. Pittman; David Rogers; Wayne Sasser; Michael H. Wray,R,7/19/2019,Ch. SL 2019-134,General Government
61,H134,,Filling Vacancy/Onslow County Board of Comm.,https://www.ncleg.gov/sessions/2019/bills/house/html/H134v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/134/2019-2020%20Session/H134,George G. Cleveland; Jimmy Dixon; Phil Shepard,R,7/10/2019,Ch. SL 2019-102,General Government
