,bill_id,alternate_bill_id,bill_name,bill_text_url,bill_summary,bill_sponsors,action_on_branch,action_date,action_text,Category
776,H779,,Hog Lagoon Sunset.,https://www.ncleg.gov/sessions/2019/bills/house/html/H779v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/779/2019-2020%20Session/H779,Pricey Harrison; Deb Butler; John Autry; Allison A. Dahle; Susan C. Fisher; Verla Insko,H,4/16/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
798,H799,,Revise Laws/Safe Surrender/Infants.,https://www.ncleg.gov/sessions/2019/bills/house/html/H799v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/799/2019-2020%20Session/H799,D. Craig Horn; Josh Dobson; Donna McDowell White,H,4/18/2019,"Ref to the Com on Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
986,H968,,Local Gov't/Inflation-Adjusted Minimum Wage.,https://www.ncleg.gov/sessions/2019/bills/house/html/H968v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/968/2019-2020%20Session/H968,Jean Farmer-Butterfield; Kandie D. Smith; Allison A. Dahle; Susan C. Fisher; Pricey Harrison; Yvonne Lewis Holley; Carolyn G. Logan; Nasif Majeed,H,4/26/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
960,H944,,Protect the Integrity of NC Elections Act.,https://www.ncleg.gov/sessions/2019/bills/house/html/H944v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/944/2019-2020%20Session/H944,"Cynthia Ball; David R. Lewis; Harry Warren; Allison A. Dahle; Gale Adcock; John Ager; Kelly M. Alexander, Jr.; John Autry; Sydney Batch; Chaz Beasley; Cecil Brockman; Deb Butler; Christy Clark; Carla D. Cunningham; Terence Everitt; Jean Farmer-Butterfield; Susan C. Fisher; Elmer Floyd; Terry E. Garrison; Rosa U. Gill; Charles Graham; Wesley Harris, PhD; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Rachel Hunt; Verla Insko; Joe John; Carolyn G. Logan; Marvin W. Lucas; Nasif Majeed; Marcia Morey; Joe Sam Queen; Amos L. Quick, III; C. Ray Russell; Wayne Sasser; John Sauls; Kandie D. Smith; Raymond E. Smith, Jr.; Evelyn Terry; Brian Turner; Julie von Haefen; Shelly Willingham; Michael H. Wray; Lee Zachary",H,4/25/2019,"Ref to the Com on Elections and Ethics Law, if favorable, Rules, Calendar, and Operations of the House",Operations
1121,S19,H10,Repeal 2015 Law Relating to Monuments.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S19v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/19/2019-2020%20Session/S19,"Paul A. Lowe, Jr.; Valerie P. Foushee; Dan Blue; Jay J. Chaudhuri; Ben Clark; Kirk deViere; Milton F. ""Toby"" Fitch, Jr.; Michael Garrett; Jeff Jackson; Natasha R. Marcus; Floyd B. McKissick, Jr.; Mujtaba A. Mohammed; Wiley Nickel; Harper Peterson; Gladys A. Robinson; Sam Searcy; Erica D. Smith; Terry Van Duyn; Joyce Waddell; Mike Woodard",S,2/5/2019,Ref To Com On Rules and Operations of the Senate,Operations
1144,S21,,13th Senatorial District Local Act-1.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S21v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/21/2019-2020%20Session/S21,"Danny Earl Britt, Jr.",S,2/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
791,H792,,Changes to Joint Tenancy Statutes.,https://www.ncleg.gov/sessions/2019/bills/house/html/H792v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/792/2019-2020%20Session/H792,Lee Zachary; Sarah Stevens,H,4/18/2019,"Ref to the Com on Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
1146,S211,H220,Insurance Technical Changes.-AB,https://www.ncleg.gov/sessions/2019/bills/senate/html/S211v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/211/2019-2020%20Session/S211,"Chuck Edwards; Rick Gunn; John M. Alexander, Jr.",S,3/12/2019,Ref To Com On Rules and Operations of the Senate,Operations
803,H802,,Prohibit Towing Out-of-State.,https://www.ncleg.gov/sessions/2019/bills/house/html/H802v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/802/2019-2020%20Session/H802,Sarah Stevens,S,5/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
804,H803,S466,EDPNC Modifications.,https://www.ncleg.gov/sessions/2019/bills/house/html/H803v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/803/2019-2020%20Session/H803,Jason Saine; Rena W. Turner,H,4/18/2019,"Ref to the Com on Commerce, if favorable, Rules, Calendar, and Operations of the House",Operations
719,H727,,Wage & Hour Withholding Changes.,https://www.ncleg.gov/sessions/2019/bills/house/html/H727v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/727/2019-2020%20Session/H727,Kyle Hall; Destin Hall; Brenden H. Jones; John Szoka; Edward C. Goodwin; Chris Humphrey,H,4/15/2019,"Ref to the Com on Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
723,H730,,Trash Collection/Multifamily Residential.,https://www.ncleg.gov/sessions/2019/bills/house/html/H730v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/730/2019-2020%20Session/H730,John Szoka; Kevin Corbin; Julia C. Howard; William O. Richardson; Dana Bumgardner; Deb Butler; Allison A. Dahle; Pricey Harrison; Brian Turner,S,5/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
984,H966,,2019 Appropriations Act.,https://www.ncleg.gov/sessions/2019/bills/house/html/H966v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/966/2019-2020%20Session/H966,Linda P. Johnson; Donny Lambeth; Jason Saine; Chuck McGrady; Wayne Sasser,S,9/11/2019,Ref To Com On Rules and Operations of the Senate,Operations
765,H769,S583,Reduce Opp. Schol. Funds/Public Schools Funds.,https://www.ncleg.gov/sessions/2019/bills/house/html/H769v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/769/2019-2020%20Session/H769,"John Autry; Rosa U. Gill; Susan C. Fisher; Nasif Majeed; Allison A. Dahle; Pricey Harrison; Verla Insko; Carolyn G. Logan; C. Ray Russell; Raymond E. Smith, Jr.",H,4/16/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
801,H800,,Chgs. to Real Prop. Statutes/Elective Share.,https://www.ncleg.gov/sessions/2019/bills/house/html/H800v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/800/2019-2020%20Session/H800,Sarah Stevens; Lee Zachary,H,4/18/2019,"Ref to the Com on Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
1070,S143,H185,The SAVE Act.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S143v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/143/2019-2020%20Session/S143,"Ralph Hise; Jim Davis; Deanna Ballard; Danny Earl Britt, Jr.; Jim Burgin; Ben Clark; Chuck Edwards; Michael Garrett; Tom McInnis; Harper Peterson; Norman W. Sanderson; Vickie Sawyer; Bob Steinburg; Terry Van Duyn",S,2/27/2019,Ref To Com On Rules and Operations of the Senate,Operations
374,H416,,Justice/Judge May Complete Term Past Age 72.,https://www.ncleg.gov/sessions/2019/bills/house/html/H416v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/416/2019-2020%20Session/H416,"Marcia Morey; Joe John; Kelly M. Alexander, Jr.; John Autry; Susan C. Fisher; Pricey Harrison; Yvonne Lewis Holley; Marvin W. Lucas; Garland E. Pierce; William O. Richardson; Michael H. Wray",H,3/21/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
1168,S231,,Study Military Economic Zones.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S231v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/231/2019-2020%20Session/S231,"Don Davis; Harry Brown; Jim Perry; Warren Daniel; Paul A. Lowe, Jr.; Bob Steinburg",H,6/26/2019,"Re-ref Com On Rules, Calendar, and Operations of the House",Operations
1628,S646,,Amend Certificate of Need Laws.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S646v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/646/2019-2020%20Session/S646,Jim Burgin; Joyce Krawiec; Ralph Hise,S,4/4/2019,Ref To Com On Rules and Operations of the Senate,Operations
766,H77,,Electric Standup Scooters.,https://www.ncleg.gov/sessions/2019/bills/house/html/H77v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/77/2019-2020%20Session/H77,John A. Torbett; Michele D. Presnell; Frank Iler; Phil Shepard; John Faircloth,S,4/4/2019,Ref To Com On Rules and Operations of the Senate,Operations
812,H810,,Marine Fisheries Reforms.,https://www.ncleg.gov/sessions/2019/bills/house/html/H810v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/810/2019-2020%20Session/H810,"Larry Yarborough; William O. Richardson; Raymond E. Smith, Jr.",H,4/18/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
816,H814,S463,Regulation of Railroad Crews.,https://www.ncleg.gov/sessions/2019/bills/house/html/H814v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/814/2019-2020%20Session/H814,"Brian Turner; Kevin Corbin; Garland E. Pierce; Becky Carney; John Ager; Christy Clark; Carla D. Cunningham; John Faircloth; Susan C. Fisher; Wesley Harris, PhD; Joe John; Marvin W. Lucas; Joe Sam Queen; Raymond E. Smith, Jr.; Evelyn Terry",H,4/18/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
817,H815,,Firearm in Unattended Vehicle/Safely Store.,https://www.ncleg.gov/sessions/2019/bills/house/html/H815v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/815/2019-2020%20Session/H815,Marcia Morey; Christy Clark; Pricey Harrison; Grier Martin; Cynthia Ball; Mary Belk; Becky Carney; Carla D. Cunningham; Allison A. Dahle; Susan C. Fisher; Rosa U. Gill; Nasif Majeed; Evelyn Terry,H,4/18/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
818,H816,,Study Biomanufacturing.,https://www.ncleg.gov/sessions/2019/bills/house/html/H816v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/816/2019-2020%20Session/H816,"Donna McDowell White; Robert T. Reives, II; Holly Grange; Carolyn G. Logan; Marvin W. Lucas; Raymond E. Smith, Jr.; Rena W. Turner",H,6/4/2019,"Re-ref Com On Rules, Calendar, and Operations of the House",Operations
819,H817,,Gen. Assembly/Safe Workplace Policies.,https://www.ncleg.gov/sessions/2019/bills/house/html/H817v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/817/2019-2020%20Session/H817,Allison A. Dahle; Terence Everitt; Deb Butler; Cynthia Ball; Mary Belk; Carla D. Cunningham; Susan C. Fisher; Rosa U. Gill; Pricey Harrison; Yvonne Lewis Holley; Joe John; Carolyn G. Logan; Nasif Majeed; Graig R. Meyer; Marcia Morey; Brian Turner,H,4/18/2019,"Ref to the Com on Rules, Calendar, and Operations of the House, if favorable, Appropriations, if favorable, Rules, Calendar, and Operations of the House",Operations
820,H818,,Allow Curbside Voting for Caregivers.,https://www.ncleg.gov/sessions/2019/bills/house/html/H818v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/818/2019-2020%20Session/H818,"Allison A. Dahle; Rachel Hunt; Cynthia Ball; Mary Belk; Becky Carney; Carla D. Cunningham; Susan C. Fisher; Terry E. Garrison; Rosa U. Gill; Pricey Harrison; Yvonne Lewis Holley; Verla Insko; Carolyn G. Logan; Marvin W. Lucas; Graig R. Meyer; Marcia Morey; Garland E. Pierce; Joe Sam Queen; Amos L. Quick, III; Robert T. Reives, II; C. Ray Russell; Raymond E. Smith, Jr.; Evelyn Terry; Brian Turner; Julie von Haefen",H,4/18/2019,"Ref to the Com on Elections and Ethics Law, if favorable, Rules, Calendar, and Operations of the House",Operations
821,H819,,Req. Intent to Commit Fraud/Felon Voting.,https://www.ncleg.gov/sessions/2019/bills/house/html/H819v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/819/2019-2020%20Session/H819,"Allison A. Dahle; C. Ray Russell; Mary Belk; Becky Carney; Carla D. Cunningham; Susan C. Fisher; Rosa U. Gill; Pricey Harrison; Verla Insko; Darren G. Jackson; Carolyn G. Logan; Marcia Morey; Garland E. Pierce; Raymond E. Smith, Jr.; Evelyn Terry",H,4/18/2019,"Ref to the Com on Elections and Ethics Law, if favorable, Rules, Calendar, and Operations of the House",Operations
825,H822,,Comprehensive Behavioral Health Plan.,https://www.ncleg.gov/sessions/2019/bills/house/html/H822v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/822/2019-2020%20Session/H822,"Verla Insko; Cynthia Ball; Amos L. Quick, III; Mary Belk; Carla D. Cunningham; Allison A. Dahle; Susan C. Fisher; Terry E. Garrison; Rosa U. Gill; Pricey Harrison; Yvonne Lewis Holley; Rachel Hunt; Joe John; Carolyn G. Logan; Marvin W. Lucas; Nasif Majeed; Graig R. Meyer; Marcia Morey; Garland E. Pierce; C. Ray Russell; Raymond E. Smith, Jr.; Evelyn Terry",S,8/20/2019,Ref To Com On Rules and Operations of the Senate,Operations
826,H823,,NC Managing Environmental Waste Act of 2019.,https://www.ncleg.gov/sessions/2019/bills/house/html/H823v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/823/2019-2020%20Session/H823,"Harry Warren; Chuck McGrady; Pricey Harrison; Holly Grange; Gale Adcock; John Autry; Cynthia Ball; MaryAnn Black; Becky Carney; Christy Clark; Allison A. Dahle; Ted Davis, Jr.; Susan C. Fisher; Carolyn G. Logan; Grier Martin; Marcia Morey; William O. Richardson; Evelyn Terry; Lee Zachary",S,5/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
827,H824,,Wastewater Grant Amendments.,https://www.ncleg.gov/sessions/2019/bills/house/html/H824v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/824/2019-2020%20Session/H824,Larry Yarborough,S,5/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
830,H827,,N.C. Citizens Redistricting Commission.,https://www.ncleg.gov/sessions/2019/bills/house/html/H827v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/827/2019-2020%20Session/H827,"Pricey Harrison; Marcia Morey; Yvonne Lewis Holley; Grier Martin; John Ager; John Autry; Cynthia Ball; Mary Belk; Allison A. Dahle; Susan C. Fisher; Rosa U. Gill; Rachel Hunt; Verla Insko; Joe John; Carolyn G. Logan; Nasif Majeed; Graig R. Meyer; Garland E. Pierce; Joe Sam Queen; Amos L. Quick, III; Robert T. Reives, II; C. Ray Russell; Raymond E. Smith, Jr.; Evelyn Terry",H,4/18/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
809,H808,,Community Cats/Animal Shelter Disposition.,https://www.ncleg.gov/sessions/2019/bills/house/html/H808v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/808/2019-2020%20Session/H808,"Pat McElraft; Chris Humphrey; Pricey Harrison; Gale Adcock; John Ager; Cynthia Ball; Deb Butler; Becky Carney; Christy Clark; Kevin Corbin; Carla D. Cunningham; Allison A. Dahle; Terence Everitt; Susan C. Fisher; Wesley Harris, PhD; Rachel Hunt; Joe John; Garland E. Pierce; Robert T. Reives, II; C. Ray Russell; Raymond E. Smith, Jr.; Julie von Haefen",S,5/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
815,H813,,"Howard Hunter, Jr., Eastern Crime Lab.",https://www.ncleg.gov/sessions/2019/bills/house/html/H813v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/813/2019-2020%20Session/H813,"David R. Lewis; John R. Bell, IV; Michael H. Wray; Howard J. Hunter, III; Cynthia Ball; John Faircloth; Susan C. Fisher; Elmer Floyd; Rosa U. Gill; Pricey Harrison; Darren G. Jackson; Joe John; Carolyn G. Logan; Marvin W. Lucas; Amos L. Quick, III; Raymond E. Smith, Jr.; John Szoka; Evelyn Terry",S,5/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
1150,S215,,Manteo Navigable Waters.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S215v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/215/2019-2020%20Session/S215,Bob Steinburg,S,3/12/2019,Ref To Com On Rules and Operations of the Senate,Operations
1157,S221,,Restrict Certain Absentee Ballot Notary Acts.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S221v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/221/2019-2020%20Session/S221,Don Davis; Warren Daniel; Ralph Hise; Deanna Ballard; Mujtaba A. Mohammed; Bob Steinburg,S,3/14/2019,"Re-ref to Redistricting and Elections. If fav, re-ref to Rules and Operations of the Senate",Operations
1129,S197,,Pitt County Animal Control Records.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S197v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/197/2019-2020%20Session/S197,Don Davis,S,3/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
1130,S198,H477,Four-Year Terms/Town of Bethel.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S198v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/198/2019-2020%20Session/S198,Don Davis,S,3/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
1133,S20,,Emergency Worker Protection Act.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S20v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/20/2019-2020%20Session/S20,"Danny Earl Britt, Jr.; Deanna Ballard; Tom McInnis; W. Ted Alexander; Jim Davis; Carl Ford; Eddie Gallimore; Kathy Harrington; Ralph Hise; Todd Johnson; Jim Perry; Norman W. Sanderson; Bob Steinburg",H,3/13/2019,"Ref to the Com on Rules, Calendar, and Operations of the House, if favorable, Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
1135,S201,,Town of Bolton/Deannexation.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S201v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/201/2019-2020%20Session/S201,"Danny Earl Britt, Jr.",H,6/26/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
1136,S202,,DMV/High-Risk Driving Behaviors.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S202v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/202/2019-2020%20Session/S202,"Danny Earl Britt, Jr.; Tom McInnis; Floyd B. McKissick, Jr.; Dan Bishop; Warren Daniel; Jim Davis; Natasha R. Marcus",H,4/1/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
1137,S203,,Ethics Training for School Employees.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S203v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/203/2019-2020%20Session/S203,"Joyce Waddell; Milton F. ""Toby"" Fitch, Jr.; Jeff Jackson; Paul A. Lowe, Jr.; Erica D. Smith",S,3/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
1138,S204,,Powell Bill for Parks/Tobaccoville.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S204v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/204/2019-2020%20Session/S204,Joyce Krawiec,S,3/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
1141,S207,H527,Mecklenburg Cty/Public-Private Agreements.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S207v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/207/2019-2020%20Session/S207,Joyce Waddell; Jeff Jackson; Mujtaba A. Mohammed; Natasha R. Marcus,S,3/11/2019,Ref To Com On Rules and Operations of the Senate,Operations
1177,S24,,12th Senatorial District Local Act-1.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S24v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/24/2019-2020%20Session/S24,Jim Burgin,S,2/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
1175,S238,H56,Arts Education Requirement.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S238v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/238/2019-2020%20Session/S238,Mike Woodard; Deanna Ballard; Kirk deViere; Valerie P. Foushee; Michael Garrett; Natasha R. Marcus; Wiley Nickel,S,3/14/2019,Ref To Com On Rules and Operations of the Senate,Operations
1227,S285,,Main Street Community Reinstatement.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S285v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/285/2019-2020%20Session/S285,Ralph Hise,S,3/18/2019,Ref To Com On Rules and Operations of the Senate,Operations
418,H456,,Permit Req'd/Assault Weapon & Long Gun.,https://www.ncleg.gov/sessions/2019/bills/house/html/H456v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/456/2019-2020%20Session/H456,"Christy Clark; Marcia Morey; Pricey Harrison; John Ager; Kelly M. Alexander, Jr.; Cynthia Ball; Mary Belk; Cecil Brockman; Deb Butler; Carla D. Cunningham; Allison A. Dahle; Susan C. Fisher; Rosa U. Gill; Yvonne Lewis Holley; Verla Insko; Carolyn G. Logan; Nasif Majeed; William O. Richardson; Evelyn Terry",H,3/27/2019,"Ref to the Com on Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
572,H595,,Tax Returns Uniformly Made Public Act/Funds.,https://www.ncleg.gov/sessions/2019/bills/house/html/H595v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/595/2019-2020%20Session/H595,"Allison A. Dahle; Pricey Harrison; Susan C. Fisher; Marcia Morey; Kelly M. Alexander, Jr.; John Autry; Rosa U. Gill; Zack Hawkins; Verla Insko; Carolyn G. Logan; Shelly Willingham",H,4/8/2019,"Ref to the Com on Elections and Ethics Law, if favorable, Appropriations, if favorable, Rules, Calendar, and Operations of the House",Operations
1128,S196,,Lost Sheep Resource Foundation Funds.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S196v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/196/2019-2020%20Session/S196,Don Davis,S,3/7/2019,"Re-ref to Appropriations/Base Budget. If fav, re-ref to Rules and Operations of the Senate",Operations
1217,S276,,Durham/Relocation of Nonmunicipal Utilities.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S276v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/276/2019-2020%20Session/S276,"Mike Woodard; Floyd B. McKissick, Jr.",S,3/18/2019,Ref To Com On Rules and Operations of the Senate,Operations
1218,S277,,Huntersville Ocular Melanoma Study Funds.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S277v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/277/2019-2020%20Session/S277,Natasha R. Marcus; Mujtaba A. Mohammed,S,3/19/2019,"Re-ref to Appropriations/Base Budget. If fav, re-ref to Rules and Operations of the Senate",Operations
1219,S278,,Charlotte Douglas International/City Operate.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S278v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/278/2019-2020%20Session/S278,Dan Bishop; Joyce Waddell; Mujtaba A. Mohammed,S,3/18/2019,Ref To Com On Rules and Operations of the Senate,Operations
1220,S279,,School Calendar 3-Year Flex/Certain Systems.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S279v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/279/2019-2020%20Session/S279,Don Davis,S,3/18/2019,Ref To Com On Rules and Operations of the Senate,Operations
1221,S28,H890,Restore Master's Pay for Certain Teachers.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S28v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/28/2019-2020%20Session/S28,"Danny Earl Britt, Jr.; Rick Horner; Dan Blue; Jay J. Chaudhuri; Ben Clark; Don Davis; Jim Davis; Kirk deViere; Milton F. ""Toby"" Fitch, Jr.; Valerie P. Foushee; Michael Garrett; Jeff Jackson; Paul A. Lowe, Jr.; Natasha R. Marcus; Floyd B. McKissick, Jr.; Mujtaba A. Mohammed; Wiley Nickel; Jim Perry; Harper Peterson; Gladys A. Robinson; Vickie Sawyer; Sam Searcy; Erica D. Smith; Terry Van Duyn; Joyce Waddell; Mike Woodard",S,2/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
1223,S281,,School Calendar Flex/Certain School Systems.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S281v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/281/2019-2020%20Session/S281,Deanna Ballard,S,3/18/2019,Ref To Com On Rules and Operations of the Senate,Operations
1224,S282,,Modify Cumberland Prepared Food Tax.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S282v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/282/2019-2020%20Session/S282,Ben Clark,S,3/18/2019,Ref To Com On Rules and Operations of the Senate,Operations
1225,S283,H368,Bermuda Run/Speed Restrictions.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S283v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/283/2019-2020%20Session/S283,Joyce Krawiec,S,3/18/2019,Ref To Com On Rules and Operations of the Senate,Operations
1214,S273,,20th Senatorial District Local Act-1.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S273v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/273/2019-2020%20Session/S273,"Floyd B. McKissick, Jr.",S,3/18/2019,Ref To Com On Rules and Operations of the Senate,Operations
1155,S22,,Waive Tuition/Correctional Officer.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S22v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/22/2019-2020%20Session/S22,"Danny Earl Britt, Jr.; Tom McInnis; Deanna Ballard; W. Ted Alexander; Jay J. Chaudhuri; Warren Daniel; Don Davis; Jim Davis; Carl Ford; Eddie Gallimore; Michael Garrett; Kathy Harrington; Ralph Hise; Jeff Jackson; Todd Johnson; Natasha R. Marcus; Mujtaba A. Mohammed; Wiley Nickel; Norman W. Sanderson; Sam Searcy; Erica D. Smith; Bob Steinburg; Terry Van Duyn",S,2/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
1127,S195,,A Time for Science Funds.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S195v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/195/2019-2020%20Session/S195,Don Davis,S,3/7/2019,"Re-ref to Appropriations/Base Budget. If fav, re-ref to Rules and Operations of the Senate",Operations
1215,S274,,Granville/Hunting Local Modifications.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S274v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/274/2019-2020%20Session/S274,Mike Woodard,S,3/18/2019,Ref To Com On Rules and Operations of the Senate,Operations
1179,S241,,Concussion Protocol/County Recreation.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S241v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/241/2019-2020%20Session/S241,Don Davis; Ralph Hise; Joyce Krawiec,S,3/14/2019,Ref To Com On Rules and Operations of the Senate,Operations
1124,S192,,School Security Act of 2019.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S192v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/192/2019-2020%20Session/S192,Warren Daniel; Ralph Hise; Jerry W. Tillman; W. Ted Alexander; Jim Burgin; Jim Davis; Carl Ford; Eddie Gallimore; Todd Johnson; Joyce Krawiec; Jim Perry; Norman W. Sanderson; Bob Steinburg,S,3/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
